rowID,file,Study_Name,Site_Name,PH,PH_Collection_Method,PH_mean,Organic_Carbon__percent,OC_mean,C.N_ratio,CN_mean,Sand__percent,Silt__percent,Clay__percent,sand_silt_clay_mean,ph_new,PHIHOX,CLYPPT,SLTPPT,SNDPPT,CECSOL,ORCDRC,phFinal,ClayFinal,SandFinal,SiltFinal,OCFinal,ESA,bio10_1,bio10_4,bio10_7,bio10_12,bio10_15,elevation,SnowMonths,SnowMonths_cat,Aridity,PETyr,PET_SD,SpeciesRichness,SpeciesRichnessUnit,Site_WetBiomass,Site_WetBiomassUnits,Site_Biomassm2,logBiomass,Site_Abundance,Site_AbundanceUnits,Sites_Abundancem2,logAbundance
6667,4204_Uribe2012,uribe,Acah_1_2_5,3.76,H20,yes,NA,NA,NA,NA,11.33333333,28.66666667,60,yes,3.76,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,3.76,60,11.33333333,28.66666667,2.009966777,Production - Herbaceous,26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,24.48,g/m2,24.48,3.237893831,160,Individuals per m2,160,5.081404365
6668,4204_Uribe2012,uribe,Acah_1_2_6,3.83,H20,yes,NA,NA,NA,NA,5.666666667,24,70.33333333,yes,3.83,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,3.83,70.33333333,5.666666667,24,2.009966777,Production - Herbaceous,26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,77.92,g/m2,77.92,4.368434681,464,Individuals per m2,464,6.142037406
6669,4204_Uribe2012,uribe,Acah_1_3_1,3.94,H20,yes,NA,NA,NA,NA,11.33333333,36.66666667,52,yes,3.94,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,3.94,52,11.33333333,36.66666667,2.009966777,Production - Herbaceous,26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,24.96,g/m2,24.96,3.256556892,224,Individuals per m2,224,5.416100402
6670,4204_Uribe2012,uribe,Acah_1_3_2,3.556666667,H20,yes,NA,NA,NA,NA,13,33,54,yes,3.556666667,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,3.556666667,54,13,33,2.009966777,Production - Herbaceous,26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,61.92,g/m2,61.92,4.141864078,224,Individuals per m2,224,5.416100402
6671,4204_Uribe2012,uribe,Acah_1_3_3,3.486666667,H20,yes,NA,NA,NA,NA,12.66666667,35.33333333,52,yes,3.486666667,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,3.486666667,52,12.66666667,35.33333333,2.009966777,Production - Herbaceous,26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,0,g/m2,0,0,0,Individuals per m2,0,0
6672,4204_Uribe2012,uribe,Acah_1_3_4,3.333333333,H20,yes,NA,NA,NA,NA,17.33333333,39.33333333,43.33333333,yes,3.333333333,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,3.333333333,43.33333333,17.33333333,39.33333333,2.009966777,Production - Herbaceous,26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,63.04,g/m2,63.04,4.159507888,368,Individuals per m2,368,5.910796644
6673,4204_Uribe2012,uribe,Acah_1_3_5,3.43,H20,yes,NA,NA,NA,NA,22.66666667,48,29.33333333,yes,3.43,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,3.43,29.33333333,22.66666667,48,2.009966777,Production - Herbaceous,26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,10.72,g/m2,10.72,2.461296784,128,Individuals per m2,128,4.859812404
6674,4204_Uribe2012,uribe,Acah_1_3_6,3.37,H20,yes,NA,NA,NA,NA,16.66666667,43.33333333,40,yes,3.37,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,3.37,40,16.66666667,43.33333333,2.009966777,Production - Herbaceous,26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,19.68,g/m2,19.68,3.02916705,128,Individuals per m2,128,4.859812404
6675,4204_Uribe2012,uribe,Euc_2_4_1,4.306666667,H20,yes,NA,NA,NA,NA,8.666666667,33,58.33333333,yes,4.306666667,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,4.306666667,58.33333333,8.666666667,33,2.009966777,Production - Plantation,26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,40.8,g/m2,40.8,3.73289634,240,Individuals per m2,240,5.484796933
6676,4204_Uribe2012,uribe,Euc_2_4_2,3.79,H20,yes,NA,NA,NA,NA,11.66666667,33.33333333,55,yes,3.79,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,3.79,55,11.66666667,33.33333333,2.009966777,Production - Plantation,26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,70.4,g/m2,70.4,4.268297869,352,Individuals per m2,352,5.866468057
6677,4204_Uribe2012,uribe,Euc_2_4_3,3.846666667,H20,yes,NA,NA,NA,NA,15,38.66666667,46.33333333,yes,3.846666667,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,3.846666667,46.33333333,15,38.66666667,2.009966777,Production - Plantation,26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,16.48,g/m2,16.48,2.86105737,64,Individuals per m2,64,4.17438727
6678,4204_Uribe2012,uribe,Euc_2_4_4,3.666666667,H20,yes,NA,NA,NA,NA,17,36.33333333,46.66666667,yes,3.666666667,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,3.666666667,46.66666667,17,36.33333333,2.009966777,Production - Plantation,26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,58.88,g/m2,58.88,4.09234256,272,Individuals per m2,272,5.609471795
6679,4204_Uribe2012,uribe,Euc_2_4_5,3.583333333,H20,yes,NA,NA,NA,NA,15,38.66666667,46.33333333,yes,3.583333333,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,3.583333333,46.33333333,15,38.66666667,2.009966777,Production - Plantation,26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,34.4,g/m2,34.4,3.56671182,96,Individuals per m2,96,4.574710979
6680,4204_Uribe2012,uribe,Euc_2_4_6,3.77,H20,yes,NA,NA,NA,NA,13,31.33333333,55.66666667,yes,3.77,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,3.77,55.66666667,13,31.33333333,2.009966777,Production - Plantation,26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,16.32,g/m2,16.32,2.851861903,176,Individuals per m2,176,5.176149733
6681,4204_Uribe2012,uribe,Euc_2_5_1,3.593333333,H20,yes,NA,NA,NA,NA,10.33333333,38,51.66666667,yes,3.593333333,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,3.593333333,51.66666667,10.33333333,38,2.009966777,Production - Plantation,26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,27.52,g/m2,27.52,3.350605596,80,Individuals per m2,80,4.394449155
6682,4204_Uribe2012,uribe,Euc_2_5_2,3.653333333,H20,yes,NA,NA,NA,NA,12.33333333,38.66666667,49,yes,3.653333333,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,3.653333333,49,12.33333333,38.66666667,2.009966777,Production - Plantation,26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,18.24,g/m2,18.24,2.956991445,144,Individuals per m2,144,4.976733742
6683,4204_Uribe2012,uribe,Euc_2_5_3,3.566666667,H20,yes,NA,NA,NA,NA,18.33333333,41.33333333,40.33333333,yes,3.566666667,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,3.566666667,40.33333333,18.33333333,41.33333333,2.009966777,Production - Plantation,26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,23.68,g/m2,23.68,3.205993199,160,Individuals per m2,160,5.081404365
6684,4204_Uribe2012,uribe,Euc_2_5_4,3.733333333,H20,yes,NA,NA,NA,NA,17.66666667,44.66666667,37.66666667,yes,3.733333333,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,3.733333333,37.66666667,17.66666667,44.66666667,2.009966777,Production - Plantation,26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,52.48,g/m2,52.48,3.979307752,224,Individuals per m2,224,5.416100402
6685,4204_Uribe2012,uribe,Euc_2_5_5,3.58,H20,yes,NA,NA,NA,NA,15,30.66666667,54.33333333,yes,3.58,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,3.58,54.33333333,15,30.66666667,2.009966777,Production - Plantation,26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,70.88,g/m2,70.88,4.274998062,288,Individuals per m2,288,5.666426688
6686,4204_Uribe2012,uribe,Euc_2_5_6,3.603333333,H20,yes,NA,NA,NA,NA,14.66666667,34,51.33333333,yes,3.603333333,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,3.603333333,51.33333333,14.66666667,34,2.009966777,Production - Plantation,26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,26.56,g/m2,26.56,3.316365446,112,Individuals per m2,112,4.727387819
6687,4204_Uribe2012,uribe,Euc_2_6_1,3.803333333,H20,yes,NA,NA,NA,NA,8.333333333,30.66666667,61,yes,3.803333333,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,3.803333333,61,8.333333333,30.66666667,2.009966777,Production - Plantation,26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,56.32,g/m2,56.32,4.048649603,272,Individuals per m2,272,5.609471795
6688,4204_Uribe2012,uribe,Euc_2_6_2,3.94,H20,yes,NA,NA,NA,NA,8.666666667,31,60.33333333,yes,3.94,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,3.94,60.33333333,8.666666667,31,2.009966777,Production - Plantation,26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,50.88,g/m2,50.88,3.948933359,160,Individuals per m2,160,5.081404365
6689,4204_Uribe2012,uribe,Euc_2_6_3,4.043333333,H20,yes,NA,NA,NA,NA,11,25.33333333,64.33333333,yes,4.043333333,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,4.043333333,64.33333333,11,25.33333333,2.009966777,Production - Plantation,26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,48.48,g/m2,48.48,3.901568548,160,Individuals per m2,160,5.081404365
6690,4204_Uribe2012,uribe,Euc_2_6_4,3.953333333,H20,yes,NA,NA,NA,NA,13.33333333,26,60.66666667,yes,3.953333333,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,3.953333333,60.66666667,13.33333333,26,2.009966777,Production - Plantation,26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,122.08,g/m2,122.08,4.81283455,336,Individuals per m2,336,5.82008293
6691,4204_Uribe2012,uribe,Euc_2_6_5,3.67,H20,yes,NA,NA,NA,NA,14,26.66666667,59.33333333,yes,3.67,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,3.67,59.33333333,14,26.66666667,2.009966777,Production - Plantation,26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,86.08,g/m2,86.08,4.466827236,320,Individuals per m2,320,5.771441123
6692,4204_Uribe2012,uribe,Euc_2_6_6,3.936666667,H20,yes,NA,NA,NA,NA,10,32,58,yes,3.936666667,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,3.936666667,58,10,32,2.009966777,Production - Plantation,26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,72.32,g/m2,72.32,4.294833423,416,Individuals per m2,416,6.033086222
6693,4204_Uribe2012,uribe,Sv_3_7_1,4.12,H20,yes,NA,NA,NA,NA,16.33333333,29.66666667,54,yes,4.12,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,4.12,54,16.33333333,29.66666667,2.009966777,Bare area (unconsolidated),26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,0,g/m2,0,0,0,Individuals per m2,0,0
6694,4204_Uribe2012,uribe,Sv_3_7_2,3.736666667,H20,yes,NA,NA,NA,NA,14.66666667,35.66666667,49.66666667,yes,3.736666667,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,3.736666667,49.66666667,14.66666667,35.66666667,2.009966777,Bare area (unconsolidated),26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,0,g/m2,0,0,0,Individuals per m2,0,0
6695,4204_Uribe2012,uribe,Sv_3_7_3,3.831666667,H20,yes,NA,NA,NA,NA,13.33333333,31.33333333,55.33333333,yes,3.831666667,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,3.831666667,55.33333333,13.33333333,31.33333333,2.009966777,Bare area (unconsolidated),26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,5.04,g/m2,5.04,1.798404012,24,Individuals per m2,24,3.218875825
6696,4204_Uribe2012,uribe,Sv_3_7_4,3.78,H20,yes,NA,NA,NA,NA,10.16666667,33.83333333,56,yes,3.78,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,3.78,56,10.16666667,33.83333333,2.009966777,Bare area (unconsolidated),26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,4.64,g/m2,4.64,1.729884066,16,Individuals per m2,16,2.833213344
6697,4204_Uribe2012,uribe,Sv_3_7_5,3.911666667,H20,yes,NA,NA,NA,NA,11.5,33.83333333,54.66666667,yes,3.911666667,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,3.911666667,54.66666667,11.5,33.83333333,2.009966777,Bare area (unconsolidated),26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,0.56,g/m2,0.56,0.444685821,8,Individuals per m2,8,2.197224577
6698,4204_Uribe2012,uribe,Sv_3_7_6,4.071666667,H20,yes,NA,NA,NA,NA,11.33333333,31.66666667,57,yes,4.071666667,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,4.071666667,57,11.33333333,31.66666667,2.009966777,Bare area (unconsolidated),26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,0,g/m2,0,0,0,Individuals per m2,0,0
6699,4204_Uribe2012,uribe,Sv_3_8_1,4.181666667,H20,yes,NA,NA,NA,NA,19.16666667,18,62.83333333,yes,4.181666667,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,4.181666667,62.83333333,19.16666667,18,2.009966777,Bare area (unconsolidated),26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,37.52,g/m2,37.52,3.651177587,72,Individuals per m2,72,4.290459441
6700,4204_Uribe2012,uribe,Sv_3_8_2,4.355,H20,yes,NA,NA,NA,NA,14.66666667,19,66.33333333,yes,4.355,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,4.355,66.33333333,14.66666667,19,2.009966777,Bare area (unconsolidated),26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,48,g/m2,48,3.891820298,104,Individuals per m2,104,4.65396035
6701,4204_Uribe2012,uribe,Sv_3_8_3,4.413333333,H20,yes,NA,NA,NA,NA,10.66666667,23.33333333,66,yes,4.413333333,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,4.413333333,66,10.66666667,23.33333333,2.009966777,Bare area (unconsolidated),26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,44.64,g/m2,44.64,3.820784525,72,Individuals per m2,72,4.290459441
6702,4204_Uribe2012,uribe,Sv_3_8_4,4.226666667,H20,yes,NA,NA,NA,NA,11,24.33333333,65,yes,4.226666667,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,4.226666667,65,11,24.33333333,2.009966777,Bare area (unconsolidated),26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,6.08,g/m2,6.08,1.957273908,24,Individuals per m2,24,3.218875825
6703,4204_Uribe2012,uribe,Sv_3_8_5,4.846666667,H20,yes,NA,NA,NA,NA,13,24.33333333,62.66666667,yes,4.846666667,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,4.846666667,62.66666667,13,24.33333333,2.009966777,Bare area (unconsolidated),26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,0,g/m2,0,0,0,Individuals per m2,0,0
6704,4204_Uribe2012,uribe,Sv_3_8_6,4.515,H20,yes,NA,NA,NA,NA,11.66666667,22.66666667,65.66666667,yes,4.515,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,4.515,65.66666667,11.66666667,22.66666667,2.009966777,Bare area (unconsolidated),26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,74.32,g/m2,74.32,4.321745704,216,Individuals per m2,216,5.379897354
6705,4204_Uribe2012,uribe,Sv_3_9_1,4.193333333,H20,yes,NA,NA,NA,NA,12,22.66666667,65.33333333,yes,4.193333333,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,4.193333333,65.33333333,12,22.66666667,2.009966777,Bare area (unconsolidated),26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,2.24,g/m2,2.24,1.17557333,32,Individuals per m2,32,3.496507561
6706,4204_Uribe2012,uribe,Sv_3_9_2,4.478333333,H20,yes,NA,NA,NA,NA,13.66666667,20.66666667,65.66666667,yes,4.478333333,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,4.478333333,65.66666667,13.66666667,20.66666667,2.009966777,Bare area (unconsolidated),26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,0.24,g/m2,0.24,0.21511138,24,Individuals per m2,24,3.218875825
6707,4204_Uribe2012,uribe,Sv_3_9_3,4.351666667,H20,yes,NA,NA,NA,NA,13.5,20.16666667,66.33333333,yes,4.351666667,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,4.351666667,66.33333333,13.5,20.16666667,2.009966777,Bare area (unconsolidated),26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,0,g/m2,0,0,0,Individuals per m2,0,0
6708,4204_Uribe2012,uribe,Sv_3_9_4,4.288333333,H20,yes,NA,NA,NA,NA,16.33333333,21.66666667,62,yes,4.288333333,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,4.288333333,62,16.33333333,21.66666667,2.009966777,Bare area (unconsolidated),26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,3.84,g/m2,3.84,1.576914721,56,Individuals per m2,56,4.043051268
6709,4204_Uribe2012,uribe,Sv_3_9_5,4.121666667,H20,yes,NA,NA,NA,NA,14.16666667,23,62.83333333,yes,4.121666667,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,4.121666667,62.83333333,14.16666667,23,2.009966777,Bare area (unconsolidated),26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,0,g/m2,0,0,0,Individuals per m2,0,0
6710,4204_Uribe2012,uribe,Sv_3_9_6,4.531666667,H20,yes,NA,NA,NA,NA,16,22.83333333,61.16666667,yes,4.531666667,5.400332226,37.49169435,23.50498339,39.33887043,25.16611296,2.009966777,4.531666667,61.16666667,16,22.83333333,2.009966777,Bare area (unconsolidated),26,1935,12.6,2387,56,23,0,0,15234,1639,29.36681366,NA,NA,0,g/m2,0,0,0,Individuals per m2,0,0
6711,4213_Virto2012,virto2012,TILL,8.4,Unknown,no,0.89033,yes,NA,NA,46.1,34.8,19.1,no,8.4,7.8,30.82392027,44.50498339,25.00664452,15.8372093,1.494352159,8.4,19.1,46.1,34.8,0.89033,Production - Plantation,13.5,5609,25.5,567,23,403,0,0,6929,1029,51.07857513,NA,NA,NA,NA,NA,NA,0,Individuals per m2,0,0
6712,4213_Virto2012,virto2012,ONEYR,8.4,Unknown,no,1.098167,yes,NA,NA,46.1,34.8,19.1,no,8.4,7.8,30.82392027,44.50498339,25.00664452,15.8372093,1.494352159,8.4,19.1,46.1,34.8,1.098167,Production - Plantation,13.5,5609,25.5,567,23,403,0,0,6929,1029,51.07857513,NA,NA,NA,NA,NA,NA,50,Individuals per m2,50,3.931825633
6713,4213_Virto2012,virto2012,FIVEYR,8.4,Unknown,no,1.011667,yes,NA,NA,46.1,34.8,19.1,no,8.4,7.8,30.82392027,44.50498339,25.00664452,15.8372093,1.494352159,8.4,19.1,46.1,34.8,1.011667,Production - Plantation,13.5,5609,25.5,567,23,403,0,0,6929,1029,51.07857513,NA,NA,NA,NA,NA,NA,150,Individuals per m2,150,5.017279837
6714,428_Epie2015,Autumn_2011,Bare_fallow,6.1,Unknown,no,NA,NA,NA,NA,NA,NA,NA,NA,6.1,5.649833887,26.66112957,35.16943522,38.33554817,20.03322259,5.45282392,6.1,26.66112957,38.33554817,35.16943522,5.45282392,Herbaceous,5.6,7817,27.5,624,30,10,3,3,12631,513,40.43539047,2.8,Species per m2,55.33501092,g/m2,55.33501092,4.031316205,172,Individuals per m2,172,5.153291594
6715,428_Epie2015,Autumn_2011,Reed_canary_grass,6.1,Unknown,no,NA,NA,NA,NA,NA,NA,NA,NA,6.1,5.649833887,26.66112957,35.16943522,38.33554817,20.03322259,5.45282392,6.1,26.66112957,38.33554817,35.16943522,5.45282392,Production - Herbaceous,5.6,7817,27.5,624,30,10,3,3,12631,513,40.43539047,2.3,Species per m2,96.82778563,g/m2,96.82778563,4.583208643,136,Individuals per m2,136,4.919980926
6716,428_Epie2015,Autumn_2011,Galega,6.1,Unknown,no,NA,NA,NA,NA,NA,NA,NA,NA,6.1,5.649833887,26.66112957,35.16943522,38.33554817,20.03322259,5.45282392,6.1,26.66112957,38.33554817,35.16943522,5.45282392,Production - Herbaceous,5.6,7817,27.5,624,30,10,3,3,12631,513,40.43539047,3,Species per m2,62.66138647,g/m2,62.66138647,4.153578201,204,Individuals per m2,204,5.323009979
6717,428_Epie2015,Autumn_2011,Mixture,6.1,Unknown,no,NA,NA,NA,NA,NA,NA,NA,NA,6.1,5.649833887,26.66112957,35.16943522,38.33554817,20.03322259,5.45282392,6.1,26.66112957,38.33554817,35.16943522,5.45282392,Production - Herbaceous,5.6,7817,27.5,624,30,10,3,3,12631,513,40.43539047,3,Species per m2,44.56562484,g/m2,44.56562484,3.819153591,168,Individuals per m2,168,5.129898715
6718,428_Epie2015,Autumn_2012,Bare_fallow,6.1,Unknown,no,NA,NA,NA,NA,NA,NA,NA,NA,6.1,5.649833887,26.66112957,35.16943522,38.33554817,20.03322259,5.45282392,6.1,26.66112957,38.33554817,35.16943522,5.45282392,Herbaceous,5.6,7817,27.5,624,30,10,3,3,12631,513,40.43539047,3.3,Species per m2,60.81350013,g/m2,60.81350013,4.124121789,152,Individuals per m2,152,5.030437921
6719,428_Epie2015,Autumn_2012,Reed_canary_grass,6.1,Unknown,no,NA,NA,NA,NA,NA,NA,NA,NA,6.1,5.649833887,26.66112957,35.16943522,38.33554817,20.03322259,5.45282392,6.1,26.66112957,38.33554817,35.16943522,5.45282392,Production - Herbaceous,5.6,7817,27.5,624,30,10,3,3,12631,513,40.43539047,2,Species per m2,47.42419853,g/m2,47.42419853,3.879999658,84,Individuals per m2,84,4.442651256
6720,428_Epie2015,Autumn_2012,Galega,6.1,Unknown,no,NA,NA,NA,NA,NA,NA,NA,NA,6.1,5.649833887,26.66112957,35.16943522,38.33554817,20.03322259,5.45282392,6.1,26.66112957,38.33554817,35.16943522,5.45282392,Production - Herbaceous,5.6,7817,27.5,624,30,10,3,3,12631,513,40.43539047,3,Species per m2,29.71666032,g/m2,29.71666032,3.424805189,132,Individuals per m2,132,4.890349128
6721,428_Epie2015,Autumn_2012,Mixture,6.1,Unknown,no,NA,NA,NA,NA,NA,NA,NA,NA,6.1,5.649833887,26.66112957,35.16943522,38.33554817,20.03322259,5.45282392,6.1,26.66112957,38.33554817,35.16943522,5.45282392,Production - Herbaceous,5.6,7817,27.5,624,30,10,3,3,12631,513,40.43539047,2.5,Species per m2,27.92543841,g/m2,27.92543841,3.36472143,96,Individuals per m2,96,4.574710979
6722,428_Epie2015,Spring_2012,Bare_fallow,6.1,Unknown,no,7.2,no,9.7,no,NA,NA,NA,NA,6.1,5.649833887,26.66112957,35.16943522,38.33554817,20.03322259,5.45282392,6.1,26.66112957,38.33554817,35.16943522,7.2,Herbaceous,5.6,7817,27.5,624,30,10,3,3,12631,513,40.43539047,2,Species per m2,80.35261222,g/m2,80.35261222,4.398792944,276,Individuals per m2,276,5.624017506
6723,428_Epie2015,Spring_2012,Reed_canary_grass,6.1,Unknown,no,8.3,no,10.9,no,NA,NA,NA,NA,6.1,5.649833887,26.66112957,35.16943522,38.33554817,20.03322259,5.45282392,6.1,26.66112957,38.33554817,35.16943522,8.3,Production - Herbaceous,5.6,7817,27.5,624,30,10,3,3,12631,513,40.43539047,2.8,Species per m2,145.2111618,g/m2,145.2111618,4.985051891,156,Individuals per m2,156,5.056245805
6724,428_Epie2015,Spring_2012,Galega,6.1,Unknown,no,8.4,no,10.9,no,NA,NA,NA,NA,6.1,5.649833887,26.66112957,35.16943522,38.33554817,20.03322259,5.45282392,6.1,26.66112957,38.33554817,35.16943522,8.4,Production - Herbaceous,5.6,7817,27.5,624,30,10,3,3,12631,513,40.43539047,3.8,Species per m2,66.68067692,g/m2,66.68067692,4.214800717,364,Individuals per m2,364,5.899897354
6725,428_Epie2015,Spring_2012,Mixture,6.1,Unknown,no,8.4,no,10.3,no,NA,NA,NA,NA,6.1,5.649833887,26.66112957,35.16943522,38.33554817,20.03322259,5.45282392,6.1,26.66112957,38.33554817,35.16943522,8.4,Production - Herbaceous,5.6,7817,27.5,624,30,10,3,3,12631,513,40.43539047,3.8,Species per m2,64.71426157,g/m2,64.71426157,4.185315973,192,Individuals per m2,192,5.262690189
6726,428_Epie2015,Summer_2011,Bare_fallow,6.1,Unknown,no,7.5,no,10.5,no,NA,NA,NA,NA,6.1,5.649833887,26.66112957,35.16943522,38.33554817,20.03322259,5.45282392,6.1,26.66112957,38.33554817,35.16943522,7.5,Herbaceous,5.6,7817,27.5,624,30,10,3,3,12631,513,40.43539047,0,Species per m2,0,g/m2,0,0,0,Individuals per m2,0,0
6727,428_Epie2015,Summer_2011,Reed_canary_grass,6.1,Unknown,no,8.3,no,11.3,no,NA,NA,NA,NA,6.1,5.649833887,26.66112957,35.16943522,38.33554817,20.03322259,5.45282392,6.1,26.66112957,38.33554817,35.16943522,8.3,Production - Herbaceous,5.6,7817,27.5,624,30,10,3,3,12631,513,40.43539047,1.3,Species per m2,41.87935651,g/m2,41.87935651,3.75839051,48,Individuals per m2,48,3.891820298
6728,428_Epie2015,Summer_2011,Galega,6.1,Unknown,no,8.5,no,10.7,no,NA,NA,NA,NA,6.1,5.649833887,26.66112957,35.16943522,38.33554817,20.03322259,5.45282392,6.1,26.66112957,38.33554817,35.16943522,8.5,Production - Herbaceous,5.6,7817,27.5,624,30,10,3,3,12631,513,40.43539047,3,Species per m2,10.64143018,g/m2,10.64143018,2.454570302,152,Individuals per m2,152,5.030437921
6729,428_Epie2015,Summer_2011,Mixture,6.1,Unknown,no,8.6,no,10.8,no,NA,NA,NA,NA,6.1,5.649833887,26.66112957,35.16943522,38.33554817,20.03322259,5.45282392,6.1,26.66112957,38.33554817,35.16943522,8.6,Production - Herbaceous,5.6,7817,27.5,624,30,10,3,3,12631,513,40.43539047,1.8,Species per m2,6.668067692,g/m2,6.668067692,2.037064653,52,Individuals per m2,52,3.970291914
